year,mon,day,hour,min,sec,lat_deg,lat_min,lon_deg,lon_min,quality,magnitude,depth_km,nph,rms,eventid,lat_dd,lon_dd,iso_utc
2025,04,15,19,25,58.29,33,3.81,-116,36.68,A,0.2,12.77,9,0.08,37543797,33.0635,-116.61133333333333,2025-04-15T19:25:58.29Z
2025,04,15,19,42,12.07,35,19.03,-118,30.35,A,2.6,6.31,94,0.18,40928999,35.317166666666665,-118.50583333333333,2025-04-15T19:42:12.07Z
2025,04,15,19,49,56.52,34,38.07,-117,18.31,C,1.6,-0.87,31,0.13,40929015,34.6345,-117.30516666666666,2025-04-15T19:49:56.52Z
2025,04,15,19,52,58.7,35,19.03,-118,30.39,A,2.5,5.84,93,0.15,40929031,35.317166666666665,-118.5065,2025-04-15T19:52:58.70Z
2025,04,15,20,04,28.42,33,37.86,-116,41.83,A,1.1,12.22,65,0.17,40929047,33.631,-116.69716666666666,2025-04-15T20:04:28.42Z
2025,04,15,20,08,27.72,33,3.08,-116,34.44,A,0.6,15.14,22,0.12,40929055,33.05133333333333,-116.574,2025-04-15T20:08:27.72Z
2025,04,15,20,11,0.63,33,32.4,-116,43.04,A,0.6,5.27,27,0.09,40929063,33.54,-116.71733333333333,2025-04-15T20:11:00.63Z
2025,04,15,21,02,30.77,33,8.98,-115,57.2,A,1.8,6.85,103,0.18,40929143,33.14966666666667,-115.95333333333333,2025-04-15T21:02:30.77Z
2025,04,15,21,06,26.65,34,3.26,-117,7.16,A,0.8,9.88,54,0.13,40929167,34.05433333333333,-117.11933333333333,2025-04-15T21:06:26.65Z
2025,04,15,21,14,28.94,34,20.28,-116,51.05,C,1.2,-1.74,24,0.14,40929175,34.338,-116.85083333333333,2025-04-15T21:14:28.94Z
2025,04,15,21,24,13.44,33,42.49,-116,43.1,A,0.5,17.78,28,0.08,40929191,33.70816666666666,-116.71833333333333,2025-04-15T21:24:13.44Z
2025,04,15,22,30,19.96,33,1.82,-116,34.43,A,0.8,13.31,36,0.14,40929231,33.03033333333333,-116.57383333333334,2025-04-15T22:30:19.96Z
2025,04,15,23,04,0.21,33,3.38,-116,36.59,A,0.8,12.88,60,0.17,40929327,33.056333333333335,-116.60983333333333,2025-04-15T23:04:00.21Z
2025,04,15,23,08,22.96,33,2.75,-116,34.84,A,0.6,14.6,25,0.15,37544557,33.045833333333334,-116.58066666666667,2025-04-15T23:08:22.96Z
2025,04,15,23,08,43.83,33,2.89,-116,34.91,A,0.8,14.68,66,0.15,40929335,33.04816666666667,-116.58183333333334,2025-04-15T23:08:43.83Z
2025,04,15,23,30,4.02,35,2.57,-117,40.08,C,1.9,-0.79,35,0.13,40929367,35.042833333333334,-117.668,2025-04-15T23:30:04.02Z
2025,04,15,23,33,3.0,33,3.16,-116,36.49,A,0.6,13.36,34,0.14,40929359,33.05266666666667,-116.60816666666666,2025-04-15T23:33:03.00Z
2025,04,15,23,42,25.68,33,35.75,-116,44.19,A,0.5,13.21,42,0.14,40929383,33.59583333333333,-116.7365,2025-04-15T23:42:25.68Z
2025,04,15,23,49,56.54,33,2.68,-116,34.46,A,0.6,14.88,17,0.11,37543101,33.044666666666664,-116.57433333333333,2025-04-15T23:49:56.54Z
2025,04,15,23,50,8.07,33,2.41,-116,34.13,A,0.7,14.44,47,0.2,40929391,33.040166666666664,-116.56883333333333,2025-04-15T23:50:08.07Z
2025,04,16,00,07,7.81,33,5.8,-116,33.56,A,0.5,13.54,35,0.19,40929399,33.096666666666664,-116.55933333333333,2025-04-16T00:07:07.81Z
2025,04,16,00,10,52.72,35,20.08,-117,48.4,A,1.3,7.94,48,0.14,40929407,35.334666666666664,-117.80666666666667,2025-04-16T00:10:52.72Z
2025,04,16,00,27,33.52,34,31.52,-118,5.75,A,0.8,9.85,31,0.13,40929423,34.525333333333336,-118.09583333333333,2025-04-16T00:27:33.52Z
2025,04,16,01,15,49.67,36,0.57,-117,54.73,A,0.2,2.46,13,0.14,40929439,36.0095,-117.91216666666666,2025-04-16T01:15:49.67Z
2025,04,16,01,16,33.66,34,13.35,-117,27.88,A,0.7,9.74,33,0.1,40929431,34.2225,-117.46466666666667,2025-04-16T01:16:33.66Z
2025,04,16,01,30,54.2,33,2.03,-116,35.29,A,1.0,14.0,89,0.19,40929447,33.033833333333334,-116.58816666666667,2025-04-16T01:30:54.20Z
2025,04,16,02,23,3.49,33,42.22,-116,43.93,A,0.8,18.13,48,0.13,40929471,33.70366666666666,-116.73216666666667,2025-04-16T02:23:03.49Z
2025,04,16,02,25,23.35,33,55.3,-117,5.84,A,0.7,13.29,37,0.1,40929479,33.92166666666667,-117.09733333333334,2025-04-16T02:25:23.35Z
2025,04,16,03,11,44.81,33,3.23,-116,36.58,A,0.9,13.25,91,0.2,40929487,33.05383333333333,-116.60966666666667,2025-04-16T03:11:44.81Z
2025,04,16,03,39,27.04,34,25.6,-118,59.98,A,1.2,2.35,40,0.24,40929511,34.42666666666667,-118.99966666666667,2025-04-16T03:39:27.04Z
2025,04,16,03,56,41.27,33,20.27,-116,14.78,A,0.9,9.68,68,0.17,40929527,33.337833333333336,-116.24633333333334,2025-04-16T03:56:41.27Z
2025,04,16,03,56,50.12,33,19.99,-116,14.27,A,0.7,11.12,23,0.2,37543869,33.33316666666666,-116.23783333333333,2025-04-16T03:56:50.12Z
2025,04,16,04,03,33.48,33,37.56,-116,41.47,A,1.1,14.63,77,0.19,40929535,33.626,-116.69116666666666,2025-04-16T04:03:33.48Z
2025,04,16,04,03,39.07,33,37.61,-116,40.77,A,0.9,13.1,15,0.12,37545261,33.62683333333333,-116.6795,2025-04-16T04:03:39.07Z
2025,04,16,05,10,42.63,35,20.11,-117,48.46,A,1.5,7.22,68,0.18,40929559,35.335166666666666,-117.80766666666666,2025-04-16T05:10:42.63Z
2025,04,16,05,17,47.89,33,2.96,-116,35.66,A,1.0,13.64,93,0.18,40929575,33.04933333333334,-116.59433333333334,2025-04-16T05:17:47.89Z
2025,04,16,05,55,18.58,33,3.1,-116,35.86,A,0.3,12.93,32,0.17,40929591,33.05166666666667,-116.59766666666667,2025-04-16T05:55:18.58Z
2025,04,16,06,22,51.25,33,24.88,-116,36.81,A,0.7,7.66,65,0.17,40929599,33.41466666666667,-116.6135,2025-04-16T06:22:51.25Z
2025,04,16,06,25,49.03,33,2.77,-116,35.76,A,0.8,13.69,81,0.16,40929607,33.046166666666664,-116.596,2025-04-16T06:25:49.03Z
2025,04,16,06,36,16.81,33,3.16,-116,34.5,A,0.2,14.97,12,0.14,37545037,33.05266666666667,-116.575,2025-04-16T06:36:16.81Z
2025,04,16,06,36,29.45,33,2.8,-116,34.87,A,0.6,14.41,68,0.18,40929615,33.04666666666667,-116.58116666666666,2025-04-16T06:36:29.45Z
2025,04,16,06,37,2.28,33,2.28,-116,34.21,A,0.4,13.53,22,0.12,37545029,33.038,-116.57016666666667,2025-04-16T06:37:02.28Z
2025,04,16,06,43,50.74,33,22.07,-116,41.55,A,0.3,11.1,47,0.12,40929623,33.36783333333333,-116.6925,2025-04-16T06:43:50.74Z
2025,04,16,07,07,57.97,33,10.08,-116,22.94,A,0.5,6.49,43,0.16,40929639,33.168,-116.38233333333334,2025-04-16T07:07:57.97Z
2025,04,16,07,22,9.46,35,20.2,-117,48.73,A,1.3,7.67,57,0.19,40929647,35.336666666666666,-117.81216666666667,2025-04-16T07:22:09.46Z
2025,04,16,07,35,34.96,32,43.8,-115,28.7,A,1.1,14.46,28,0.27,40929663,32.73,-115.47833333333334,2025-04-16T07:35:34.96Z
2025,04,16,07,35,37.09,33,4.29,-116,35.69,A,0.8,13.35,87,0.17,40929655,33.0715,-116.59483333333333,2025-04-16T07:35:37.09Z
2025,04,16,07,56,48.23,33,2.15,-116,34.28,A,0.3,12.6,48,0.18,40929671,33.035833333333336,-116.57133333333333,2025-04-16T07:56:48.23Z
2025,04,16,07,57,9.23,36,1.74,-117,47.05,A,1.3,1.63,49,0.14,40929679,36.029,-117.78416666666666,2025-04-16T07:57:09.23Z
2025,04,16,08,08,29.26,33,49.52,-117,40.69,A,1.0,4.41,73,0.16,40929687,33.82533333333333,-117.67816666666667,2025-04-16T08:08:29.26Z
2025,04,16,08,14,50.12,33,2.69,-116,29.69,A,0.5,13.27,44,0.14,40929695,33.04483333333334,-116.49483333333333,2025-04-16T08:14:50.12Z
2025,04,16,08,30,54.31,33,14.08,-116,1.82,A,1.1,10.29,81,0.21,40929703,33.23466666666667,-116.03033333333333,2025-04-16T08:30:54.31Z
2025,04,16,09,08,17.69,33,2.22,-116,34.82,A,0.6,13.73,58,0.17,40929719,33.037,-116.58033333333333,2025-04-16T09:08:17.69Z
2025,04,16,09,15,20.43,33,16.17,-116,26.51,A,0.8,3.17,58,0.16,40929727,33.2695,-116.44183333333334,2025-04-16T09:15:20.43Z
2025,04,16,09,16,44.27,33,6.23,-116,35.5,A,0.8,16.08,54,0.16,40929735,33.103833333333334,-116.59166666666667,2025-04-16T09:16:44.27Z
2025,04,16,09,29,42.61,33,37.72,-116,40.79,A,0.5,14.06,45,0.15,40929743,33.62866666666667,-116.67983333333333,2025-04-16T09:29:42.61Z
2025,04,16,09,31,36.25,36,1.75,-117,47.21,A,1.0,1.19,40,0.2,40929751,36.02916666666667,-117.78683333333333,2025-04-16T09:31:36.25Z
2025,04,16,09,32,14.21,33,3.11,-116,33.83,A,0.6,16.56,67,0.19,40929759,33.051833333333335,-116.56383333333333,2025-04-16T09:32:14.21Z
2025,04,16,09,38,25.62,33,3.75,-116,35.88,A,0.5,17.28,26,0.16,40929767,33.0625,-116.598,2025-04-16T09:38:25.62Z
2025,04,16,09,52,4.24,35,15.43,-118,31.76,A,1.0,5.03,45,0.12,40929775,35.25716666666667,-118.52933333333333,2025-04-16T09:52:04.24Z
2025,04,16,09,56,49.28,33,4.13,-116,37.34,A,0.8,14.07,80,0.19,40929783,33.06883333333333,-116.62233333333333,2025-04-16T09:56:49.28Z
2025,04,16,10,31,51.96,33,37.59,-116,40.7,A,0.6,14.08,60,0.14,40929807,33.6265,-116.67833333333333,2025-04-16T10:31:51.96Z
2025,04,16,10,41,15.73,35,46.01,-117,34.84,A,0.6,6.51,22,0.16,40929823,35.76683333333333,-117.58066666666667,2025-04-16T10:41:15.73Z
2025,04,16,10,49,22.27,33,45.55,-116,5.5,A,1.1,2.01,65,0.14,40929831,33.759166666666665,-116.09166666666667,2025-04-16T10:49:22.27Z
2025,04,16,11,02,47.99,33,12.9,-116,39.18,A,0.2,6.86,31,0.17,40929839,33.215,-116.653,2025-04-16T11:02:47.99Z
2025,04,16,11,26,1.35,33,2.7,-116,34.67,A,0.4,14.26,29,0.17,40929855,33.045,-116.57783333333333,2025-04-16T11:26:01.35Z
2025,04,16,11,26,44.38,33,3.54,-116,35.91,A,0.6,13.21,40,0.15,40929863,33.059,-116.5985,2025-04-16T11:26:44.38Z
2025,04,16,11,37,40.44,33,30.37,-116,26.42,A,0.5,7.98,40,0.12,40929871,33.506166666666665,-116.44033333333333,2025-04-16T11:37:40.44Z
2025,04,16,11,48,2.09,33,14.32,-116,46.69,A,0.3,15.33,32,0.13,40929879,33.23866666666667,-116.77816666666666,2025-04-16T11:48:02.09Z
2025,04,16,11,49,35.86,33,30.2,-116,26.44,A,0.6,8.96,41,0.13,40929887,33.50333333333333,-116.44066666666667,2025-04-16T11:49:35.86Z
2025,04,16,11,56,51.95,33,47.14,-116,56.32,A,0.9,13.44,85,0.15,40929895,33.785666666666664,-116.93866666666666,2025-04-16T11:56:51.95Z
2025,04,16,12,17,37.21,34,20.04,-119,9.58,A,1.5,0.23,44,0.3,40929903,34.334,-119.15966666666667,2025-04-16T12:17:37.21Z
2025,04,16,12,29,11.16,33,17.99,-116,8.23,A,0.6,3.13,26,0.18,37543853,33.29983333333333,-116.13716666666667,2025-04-16T12:29:11.16Z
2025,04,16,12,29,24.2,33,26.93,-116,35.57,A,0.8,7.75,65,0.16,40929919,33.44883333333333,-116.59283333333333,2025-04-16T12:29:24.20Z
2025,04,16,12,38,47.12,36,2.23,-117,46.56,A,0.9,1.49,28,0.14,40929935,36.037166666666664,-117.776,2025-04-16T12:38:47.12Z
2025,04,16,12,39,30.53,36,2.28,-117,46.44,A,1.6,1.34,41,0.15,40929943,36.038,-117.774,2025-04-16T12:39:30.53Z
2025,04,16,12,43,27.56,36,2.06,-117,46.42,A,1.0,1.7,20,0.08,40929951,36.034333333333336,-117.77366666666667,2025-04-16T12:43:27.56Z
2025,04,16,12,49,35.82,34,7.77,-117,27.39,A,0.8,6.13,48,0.12,40929959,34.1295,-117.4565,2025-04-16T12:49:35.82Z
2025,04,16,13,19,34.81,33,55.77,-117,46.34,A,1.0,7.98,44,0.18,40929991,33.9295,-117.77233333333334,2025-04-16T13:19:34.81Z
2025,04,16,13,23,57.27,33,8.34,-116,38.36,A,0.5,4.77,34,0.15,40929999,33.139,-116.63933333333334,2025-04-16T13:23:57.27Z
2025,04,16,14,15,14.29,33,3.01,-116,36.37,A,0.7,15.75,59,0.18,40930023,33.05016666666667,-116.60616666666667,2025-04-16T14:15:14.29Z
2025,04,16,14,30,22.0,33,29.94,-116,26.51,A,0.9,7.48,72,0.22,40930047,33.499,-116.44183333333334,2025-04-16T14:30:22.00Z
2025,04,16,16,49,40.07,33,48.28,-116,58.4,A,1.1,13.89,61,0.15,40930183,33.80466666666667,-116.97333333333333,2025-04-16T16:49:40.07Z
2025,04,16,17,36,7.2,33,2.25,-116,34.96,A,0.6,13.89,23,0.16,40930231,33.0375,-116.58266666666667,2025-04-16T17:36:07.20Z
2025,04,16,17,54,32.84,33,56.26,-116,3.19,A,0.4,6.64,12,0.14,40930239,33.937666666666665,-116.05316666666667,2025-04-16T17:54:32.84Z
2025,04,16,18,34,18.17,33,28.02,-116,33.37,A,1.0,11.44,63,0.19,40930287,33.467,-116.55616666666667,2025-04-16T18:34:18.17Z
2025,04,16,18,59,21.6,32,8.39,-116,3.13,A,3.7,16.38,72,0.22,40930319,32.139833333333335,-116.05216666666666,2025-04-16T18:59:21.60Z
2025,04,16,19,30,36.55,33,51.88,-117,30.33,C,1.1,-0.53,35,0.2,40930351,33.864666666666665,-117.5055,2025-04-16T19:30:36.55Z
2025,04,16,20,03,34.43,35,11.45,-120,14.83,A,2.3,1.71,57,0.24,40930399,35.19083333333333,-120.24716666666667,2025-04-16T20:03:34.43Z
2025,04,16,20,07,52.71,33,52.31,-117,30.38,C,1.0,-0.53,34,0.23,40930415,33.871833333333335,-117.50633333333333,2025-04-16T20:07:52.71Z
2025,04,16,20,13,44.34,36,1.19,-117,48.09,A,0.8,1.75,16,0.08,40930423,36.01983333333333,-117.8015,2025-04-16T20:13:44.34Z
2025,04,16,20,33,46.38,34,16.75,-118,15.97,A,0.7,6.53,20,0.06,40930463,34.27916666666667,-118.26616666666666,2025-04-16T20:33:46.38Z
2025,04,16,20,45,14.87,33,55.6,-116,47.54,A,1.2,8.58,69,0.13,40930479,33.92666666666667,-116.79233333333333,2025-04-16T20:45:14.87Z
2025,04,16,21,04,24.15,32,43.94,-115,28.54,A,1.8,11.77,42,0.26,40930495,32.73233333333334,-115.47566666666667,2025-04-16T21:04:24.15Z
2025,04,16,22,19,52.34,32,44.05,-115,28.7,A,1.7,11.79,33,0.29,40930543,32.73416666666667,-115.47833333333334,2025-04-16T22:19:52.34Z
2025,04,16,22,40,35.59,36,1.86,-117,46.45,A,1.5,2.03,32,0.09,40930575,36.031,-117.77416666666667,2025-04-16T22:40:35.59Z
2025,04,16,22,40,46.66,36,1.81,-117,46.67,A,1.1,1.61,9,0.03,37543557,36.030166666666666,-117.77783333333333,2025-04-16T22:40:46.66Z
2025,04,16,22,51,18.3,33,53.72,-117,52.42,A,1.2,8.76,43,0.17,40930583,33.89533333333333,-117.87366666666667,2025-04-16T22:51:18.30Z
2025,04,16,23,29,42.95,33,5.56,-116,38.65,A,1.2,14.34,81,0.19,40930615,33.092666666666666,-116.64416666666666,2025-04-16T23:29:42.95Z
2025,04,16,23,35,46.75,33,3.36,-116,36.63,A,1.4,13.2,69,0.17,40930631,33.056,-116.6105,2025-04-16T23:35:46.75Z
2025,04,16,23,36,11.71,33,8.22,-116,28.81,A,1.2,13.69,69,0.22,40930639,33.137,-116.48016666666666,2025-04-16T23:36:11.71Z
2025,04,16,23,55,22.17,35,19.27,-117,55.48,A,2.5,6.62,71,0.18,40930655,35.32116666666667,-117.92466666666667,2025-04-16T23:55:22.17Z
2025,04,17,00,30,58.59,33,3.6,-116,36.7,A,1.1,12.83,67,0.19,40930687,33.06,-116.61166666666666,2025-04-17T00:30:58.59Z
2025,04,17,01,22,25.82,35,18.76,-117,55.56,A,0.6,9.14,13,0.13,40930695,35.312666666666665,-117.926,2025-04-17T01:22:25.82Z
2025,04,17,02,01,24.27,33,15.19,-116,16.02,A,1.3,11.52,98,0.22,40930727,33.253166666666665,-116.267,2025-04-17T02:01:24.27Z
2025,04,17,02,13,37.26,33,4.78,-116,36.5,A,1.0,13.11,52,0.17,40930735,33.07966666666667,-116.60833333333333,2025-04-17T02:13:37.26Z
2025,04,17,02,31,0.2,33,31.21,-116,44.84,A,0.9,3.7,42,0.18,40930743,33.52016666666667,-116.74733333333333,2025-04-17T02:31:00.20Z
2025,04,17,02,36,19.14,33,2.66,-116,35.75,A,1.0,14.63,54,0.17,40930751,33.044333333333334,-116.59583333333333,2025-04-17T02:36:19.14Z
2025,04,17,02,49,57.77,32,23.74,-116,56.82,A,1.6,8.48,21,0.13,40930767,32.39566666666666,-116.947,2025-04-17T02:49:57.77Z
2025,04,17,03,01,44.3,33,30.51,-116,34.28,A,1.2,13.44,84,0.19,40930775,33.5085,-116.57133333333333,2025-04-17T03:01:44.30Z
2025,04,17,03,05,0.13,33,31.36,-116,44.83,A,0.5,3.17,20,0.07,40930783,33.522666666666666,-116.74716666666667,2025-04-17T03:05:00.13Z
2025,04,17,04,10,29.52,33,30.89,-116,31.11,A,0.9,12.43,66,0.18,40930815,33.514833333333335,-116.5185,2025-04-17T04:10:29.52Z
2025,04,17,04,21,38.85,33,30.26,-116,26.53,A,0.8,7.92,47,0.17,40930823,33.504333333333335,-116.44216666666667,2025-04-17T04:21:38.85Z
2025,04,17,04,25,33.1,34,1.91,-116,43.04,A,1.6,9.19,116,0.15,40930831,34.03183333333333,-116.71733333333333,2025-04-17T04:25:33.10Z
2025,04,17,05,34,48.07,33,3.64,-116,37.05,A,1.6,13.06,117,0.19,40930871,33.06066666666667,-116.6175,2025-04-17T05:34:48.07Z
2025,04,17,05,38,3.91,33,59.25,-116,39.24,A,1.8,12.79,138,0.16,40930879,33.9875,-116.654,2025-04-17T05:38:03.91Z
2025,04,17,05,39,24.59,33,59.4,-116,38.69,A,0.8,13.74,63,0.19,40930887,33.99,-116.64483333333334,2025-04-17T05:39:24.59Z
2025,04,17,06,08,16.95,35,55.0,-117,43.98,A,0.4,8.06,15,0.06,40930895,35.916666666666664,-117.733,2025-04-17T06:08:16.95Z
2025,04,17,06,33,19.3,35,19.97,-117,49.06,A,1.3,8.39,58,0.18,40930903,35.33283333333333,-117.81766666666667,2025-04-17T06:33:19.30Z
2025,04,17,07,29,16.87,35,19.96,-117,48.55,A,1.2,7.7,49,0.17,40930927,35.33266666666667,-117.80916666666667,2025-04-17T07:29:16.87Z
2025,04,17,08,03,25.78,33,4.33,-116,37.6,A,0.6,13.36,51,0.16,40930935,33.07216666666667,-116.62666666666667,2025-04-17T08:03:25.78Z
2025,04,17,08,09,32.78,33,17.34,-116,7.99,A,0.9,2.53,52,0.26,40930943,33.289,-116.13316666666667,2025-04-17T08:09:32.78Z
2025,04,17,08,36,5.25,33,38.27,-116,44.85,A,0.8,16.77,72,0.18,40930951,33.63783333333333,-116.7475,2025-04-17T08:36:05.25Z
2025,04,17,08,41,41.33,33,28.22,-116,33.47,A,0.8,11.94,69,0.18,40930959,33.470333333333336,-116.55783333333333,2025-04-17T08:41:41.33Z
2025,04,17,09,09,59.58,34,2.31,-117,15.7,A,1.0,14.98,105,0.18,40930975,34.0385,-117.26166666666667,2025-04-17T09:09:59.58Z
2025,04,17,09,17,47.2,34,8.28,-117,26.78,A,0.9,7.98,42,0.12,40930983,34.138,-117.44633333333333,2025-04-17T09:17:47.20Z
2025,04,17,09,19,46.07,34,11.81,-117,46.65,A,1.0,9.01,65,0.17,40930991,34.19683333333333,-117.7775,2025-04-17T09:19:46.07Z
2025,04,17,09,49,34.88,33,4.31,-116,37.51,A,0.8,13.83,78,0.18,40930999,33.07183333333333,-116.62516666666667,2025-04-17T09:49:34.88Z
2025,04,17,10,10,42.04,33,3.56,-116,36.04,A,0.7,14.12,51,0.16,40931015,33.059333333333335,-116.60066666666667,2025-04-17T10:10:42.04Z
2025,04,17,10,13,9.42,33,27.8,-116,34.2,A,2.5,11.42,197,0.19,40931023,33.46333333333333,-116.57,2025-04-17T10:13:09.42Z
2025,04,17,10,30,52.77,33,39.92,-116,44.04,A,0.1,14.34,18,0.13,37543573,33.665333333333336,-116.734,2025-04-17T10:30:52.77Z
2025,04,17,10,30,57.83,33,49.41,-117,40.81,A,1.5,3.72,103,0.15,40931031,33.8235,-117.68016666666666,2025-04-17T10:30:57.83Z
2025,04,17,10,31,41.0,33,2.79,-116,35.28,A,1.7,14.38,110,0.2,40931039,33.0465,-116.588,2025-04-17T10:31:41.00Z
2025,04,17,11,03,44.91,35,19.66,-117,48.69,A,1.0,9.05,32,0.13,40931063,35.327666666666666,-117.8115,2025-04-17T11:03:44.91Z
2025,04,17,11,46,10.45,35,14.53,-118,31.27,A,1.4,7.05,51,0.14,40931087,35.24216666666667,-118.52116666666667,2025-04-17T11:46:10.45Z
2025,04,17,11,56,42.11,33,28.44,-116,33.33,A,0.6,12.09,35,0.12,40931095,33.474,-116.5555,2025-04-17T11:56:42.11Z
2025,04,17,11,56,46.46,33,28.44,-116,32.91,A,0.6,11.17,13,0.2,37543565,33.474,-116.5485,2025-04-17T11:56:46.46Z
2025,04,17,12,33,10.25,34,2.07,-117,35.55,A,0.5,5.95,24,0.11,40931119,34.0345,-117.5925,2025-04-17T12:33:10.25Z
2025,04,17,12,54,13.13,35,20.83,-117,48.34,A,2.0,7.14,87,0.18,40931135,35.347166666666666,-117.80566666666667,2025-04-17T12:54:13.13Z
2025,04,17,12,57,39.51,32,53.57,-116,35.9,A,1.0,8.09,45,0.18,40931151,32.892833333333336,-116.59833333333333,2025-04-17T12:57:39.51Z
2025,04,17,13,14,48.07,34,3.71,-118,54.58,A,1.1,12.14,14,0.17,40931167,34.06183333333333,-118.90966666666667,2025-04-17T13:14:48.07Z
2025,04,17,13,22,46.39,33,2.33,-116,35.77,A,1.6,13.62,114,0.2,40931175,33.038833333333336,-116.59616666666666,2025-04-17T13:22:46.39Z
2025,04,17,15,54,46.33,32,40.81,-115,50.82,A,1.8,9.24,52,0.17,40931311,32.680166666666665,-115.847,2025-04-17T15:54:46.33Z
2025,04,17,16,25,42.73,35,56.77,-117,22.07,A,1.5,3.9,38,0.15,40931327,35.94616666666667,-117.36783333333334,2025-04-17T16:25:42.73Z
2025,04,17,17,31,56.92,33,1.82,-116,34.41,A,0.6,13.26,29,0.17,40931351,33.03033333333333,-116.5735,2025-04-17T17:31:56.92Z
2025,04,17,19,03,39.07,33,51.0,-117,29.61,C,1.7,-0.44,49,0.22,40931415,33.85,-117.4935,2025-04-17T19:03:39.07Z
2025,04,17,19,28,35.53,33,6.17,-116,38.71,A,0.6,13.77,31,0.21,40931423,33.102833333333336,-116.64516666666667,2025-04-17T19:28:35.53Z
2025,04,17,19,43,9.43,33,1.65,-116,34.87,A,2.3,13.33,153,0.18,40931431,33.0275,-116.58116666666666,2025-04-17T19:43:09.43Z
2025,04,17,19,58,40.62,33,32.16,-116,43.01,A,0.6,5.12,34,0.11,40931447,33.536,-116.71683333333333,2025-04-17T19:58:40.62Z
2025,04,17,20,03,54.98,33,11.41,-115,36.47,A,2.0,2.67,42,0.26,40931455,33.19016666666667,-115.60783333333333,2025-04-17T20:03:54.98Z
2025,04,17,20,16,8.93,33,11.45,-115,37.31,A,1.1,2.12,11,0.16,40931479,33.19083333333333,-115.62183333333333,2025-04-17T20:16:08.93Z
2025,04,17,20,52,0.56,33,31.93,-116,43.33,A,0.8,6.06,33,0.18,40931487,33.53216666666667,-116.72216666666667,2025-04-17T20:52:00.56Z
2025,04,17,21,30,20.55,33,2.98,-116,35.51,A,0.5,14.47,20,0.11,40931543,33.04966666666667,-116.59183333333333,2025-04-17T21:30:20.55Z
2025,04,17,22,31,42.74,33,3.26,-116,36.74,A,2.6,12.52,180,0.19,40931567,33.05433333333333,-116.61233333333334,2025-04-17T22:31:42.74Z
2025,04,17,22,51,43.72,33,8.62,-116,33.31,A,1.9,13.98,137,0.18,40931591,33.14366666666667,-116.55516666666666,2025-04-17T22:51:43.72Z
2025,04,17,23,32,40.07,35,58.78,-117,30.78,A,0.8,2.31,16,0.15,40931623,35.97966666666667,-117.513,2025-04-17T23:32:40.07Z
2025,04,18,01,41,11.43,35,52.38,-117,39.21,A,0.6,6.0,22,0.14,40931639,35.873,-117.6535,2025-04-18T01:41:11.43Z
2025,04,18,01,41,39.85,33,58.52,-116,59.47,A,1.3,9.53,76,0.16,40931647,33.97533333333333,-116.99116666666667,2025-04-18T01:41:39.85Z
2025,04,18,01,56,11.44,35,20.86,-117,47.95,A,1.2,6.42,40,0.15,40931663,35.34766666666667,-117.79916666666666,2025-04-18T01:56:11.44Z
2025,04,18,02,58,37.13,34,8.02,-117,27.37,A,0.7,8.28,32,0.15,40931679,34.13366666666667,-117.45616666666666,2025-04-18T02:58:37.13Z
2025,04,18,03,05,57.84,34,4.88,-118,6.56,A,0.8,18.06,20,0.15,40931687,34.08133333333333,-118.10933333333334,2025-04-18T03:05:57.84Z
2025,04,18,04,11,42.91,33,1.64,-116,34.22,A,0.6,14.14,44,0.17,40931711,33.02733333333333,-116.57033333333334,2025-04-18T04:11:42.91Z
2025,04,18,04,21,34.21,36,1.58,-117,46.08,A,1.0,1.76,26,0.14,40931719,36.02633333333333,-117.768,2025-04-18T04:21:34.21Z
2025,04,18,04,31,0.12,33,42.17,-116,43.51,A,0.4,16.06,25,0.12,40931727,33.70283333333333,-116.72516666666667,2025-04-18T04:31:00.12Z
2025,04,18,04,56,49.67,33,31.88,-116,43.74,A,0.4,5.08,31,0.09,40931735,33.531333333333336,-116.729,2025-04-18T04:56:49.67Z
2025,04,18,05,06,31.75,33,2.86,-116,36.3,A,1.0,13.19,75,0.22,40931751,33.047666666666665,-116.605,2025-04-18T05:06:31.75Z
2025,04,18,05,08,16.95,33,2.93,-116,36.34,A,1.1,13.05,86,0.23,40931759,33.048833333333334,-116.60566666666666,2025-04-18T05:08:16.95Z
2025,04,18,05,31,17.96,35,20.62,-117,48.13,A,1.2,6.73,46,0.18,40931775,35.343666666666664,-117.80216666666666,2025-04-18T05:31:17.96Z
2025,04,18,05,34,0.83,35,19.74,-117,48.86,A,1.0,8.65,32,0.16,40931783,35.329,-117.81433333333334,2025-04-18T05:34:00.83Z
2025,04,18,06,19,59.03,33,4.05,-116,37.43,A,1.5,14.39,120,0.21,40931815,33.0675,-116.62383333333334,2025-04-18T06:19:59.03Z
2025,04,18,06,40,54.04,33,22.96,-116,25.94,A,1.0,10.99,91,0.21,40931823,33.382666666666665,-116.43233333333333,2025-04-18T06:40:54.04Z
2025,04,18,06,47,53.62,34,1.17,-117,13.0,A,0.7,15.43,43,0.2,40931831,34.0195,-117.21666666666667,2025-04-18T06:47:53.62Z
2025,04,18,07,37,17.53,34,1.04,-117,13.06,A,0.9,14.53,68,0.17,40931839,34.01733333333333,-117.21766666666667,2025-04-18T07:37:17.53Z
